Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0008201~heparin binding	4	12.5	0.002952662224935734	P04114, P08603, P01008, P02751	32	179	19208	13.413407821229049	0.28404959579181943	0.08341270785443448	0.08046004562949875
KEGG_PATHWAY	hsa05171:Coronavirus disease - COVID-19	5	15.625	0.003000630280055421	P46781, P18077, P61247, P46776, P18621	24	238	8865	7.759978991596639	0.21605501788177173	0.12152552634224455	0.12152552634224455
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	5	15.625	0.0034088626178616047	P46781, P18077, P61247, P46776, P18621	25	315	11859	7.52952380952381	0.08182488612531513	0.04261078272327006	0.039201920105408454
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	3	9.375	0.003532828018222819	P18077, P46776, P18621	32	59	20666	32.837923728813564	0.3842131495180464	0.053777493166280686	0.049459592255119464
GOTERM_CC_DIRECT	GO:0005576~extracellular region	10	31.25	0.0045623187593645635	P04114, P61160, P08603, P19827, P01008, Q9Y2J8, P02787, Q9H8H3, P07237, P02751	32	2248	20666	2.87283140569395	0.46552366907134124	0.06250376700329452	0.057485216367993495
UP_SEQ_FEATURE	SITE:Lowers pKa of C-terminal Cys of first active site	2	6.25	0.005646403358500993	P30101, P07237	30	4	20502	341.7	0.8128924602103098	0.4178338485290735	0.4178338485290735
UP_SEQ_FEATURE	SITE:Lowers pKa of C-terminal Cys of second active site	2	6.25	0.005646403358500993	P30101, P07237	30	4	20502	341.7	0.8128924602103098	0.4178338485290735	0.4178338485290735
UP_KW_PTM	KW-0597~Phosphoprotein	25	78.125	0.005869153201386512	P04114, P13804, P30086, P30101, Q96I99, P38646, P19827, P61247, P02545, P02787, P26038, P07237, P35749, P32119, Q15643, P46781, Q14914, P01008, P56470, P67936, P46776, P02751, P62820, P21796, Q99879	30	8416	14268	1.4127851711026616	0.08988390431182014	0.04988780221178535	0.04401864901039884
INTERPRO	IPR005792:Prot_disulphide_isomerase	2	6.25	0.005986850719340788	P30101, P07237	32	4	20667	322.921875	0.6127811779739958	0.3938484446945749	0.3938484446945749
GOTERM_CC_DIRECT	GO:0005793~endoplasmic reticulum-Golgi intermediate compartment	3	9.375	0.006398374653395443	Q15643, P07237, P02751	32	80	20666	24.21796875	0.5849655218884773	0.07968884795592507	0.07329047330252962
INTERPRO	IPR005788:PDI_thioredoxin-like_dom	2	6.25	0.007478135025846359	P30101, P07237	32	5	20667	258.3375	0.6945549425182858	0.3938484446945749	0.3938484446945749
GOTERM_CC_DIRECT	GO:0005615~extracellular space	9	28.125	0.007542112134958809	P04114, P08603, P01008, P56470, P02787, P26038, P30101, P02751, Q99879	32	1986	20666	2.926642749244713	0.64554914789438	0.08054399211465886	0.07407695625143808
GOTERM_CC_DIRECT	GO:1990904~ribonucleoprotein complex	4	12.5	0.007642860565624564	P46781, P18077, P61247, P46776	32	271	20666	9.53228782287823	0.6504447738233757	0.08054399211465886	0.07407695625143808
GOTERM_CC_DIRECT	GO:0045202~synapse	5	15.625	0.008776397230594778	P46781, P18077, P61247, P46776, P21796	32	549	20666	5.881716757741348	0.701108222331964	0.08588331575653461	0.078987575075353
UP_SEQ_FEATURE	SITE:Contributes to redox potential value	2	6.25	0.009860992059287681	P30101, P07237	30	7	20502	195.25714285714287	0.9467810296203129	0.5353849354868137	0.5353849354868137
GOTERM_MF_DIRECT	GO:0005515~protein binding	29	90.625	0.010200213029596509	P04114, P13804, P30086, P30101, Q96I99, P18621, P38646, P61160, P19827, P61247, P02545, P02787, P26038, P07237, Q9H8H3, P35749, P08603, P32119, Q15643, P46781, P18077, Q14914, P01008, P56470, P67936, P46776, P02751, P62820, P21796	32	13670	19208	1.2733906364301388	0.6860566931746629	0.21892541326999895	0.21117584111884855
UP_SEQ_FEATURE	DOMAIN:Thioredoxin 2	2	6.25	0.012661130231107081	P30101, P07237	30	9	20502	151.86666666666667	0.9769852911201019	0.5353849354868137	0.5353849354868137
UP_SEQ_FEATURE	DOMAIN:Thioredoxin 1	2	6.25	0.012661130231107081	P30101, P07237	30	9	20502	151.86666666666667	0.9769852911201019	0.5353849354868137	0.5353849354868137
GOTERM_MF_DIRECT	GO:0004867~serine-type endopeptidase inhibitor activity	3	9.375	0.01309696255193404	P19827, P01008, P30086	32	108	19208	16.67361111111111	0.7745673189994601	0.21892541326999895	0.21117584111884855
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	3	9.375	0.01356175126451321	P61160, P02545, P26038	32	110	19208	16.370454545454546	0.7862534587667385	0.21892541326999895	0.21117584111884855
UP_KW_MOLECULAR_FUNCTION	KW-0722~Serine protease inhibitor	3	9.375	0.01410495858984386	P19827, P01008, P30086	25	90	11859	15.812	0.2989208393426329	0.09963609123718423	0.0916652039382095
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	17	53.125	0.014514546928077368	P04114, Q15643, P32119, P46781, P30086, P18077, Q14914, Q9Y2J8, P18621, P38646, P61160, P61247, P26038, P67936, P46776, P62820, Q9H8H3	31	5827	17932	1.6876055293212353	0.27505544008006777	0.3193200324177021	0.3193200324177021
UP_KW_MOLECULAR_FUNCTION	KW-0358~Heparin-binding	3	9.375	0.015941774597949477	P04114, P01008, P02751	25	96	11859	14.82375	0.33085552672693386	0.09963609123718423	0.0916652039382095
GOTERM_MF_DIRECT	GO:0003779~actin binding	4	12.5	0.016471877968622373	P61160, P26038, P67936, P07237	32	335	19208	7.1671641791044784	0.846924251786941	0.232665276306791	0.22442933732247983
INTERPRO	IPR036249:Thioredoxin-like_sf	3	9.375	0.01668017947254946	P32119, P30101, P07237	32	132	20667	14.678267045454545	0.9298904260788324	0.6588670891657037	0.6588670891657037
GOTERM_BP_DIRECT	GO:0006888~endoplasmic reticulum to Golgi vesicle-mediated transport	3	9.375	0.017439600974711728	Q15643, P62820, P07237	32	127	19416	14.33267716535433	0.9913503361424904	0.9254112427754088	0.9254112427754088
UP_KW_PTM	KW-0488~Methylation	7	21.875	0.017719118808955374	P35749, P02545, P02787, P30101, Q9H8H3, P38646, Q99879	30	1057	14268	3.1496688741721854	0.24877322503915822	0.1004083399174138	0.08859559404477688
GOTERM_BP_DIRECT	GO:0098761~cellular response to interleukin-7	2	6.25	0.0189974360126491	P30101, P07237	32	12	19416	101.12500000000001	0.9943644219735789	0.9254112427754088	0.9254112427754088
GOTERM_CC_DIRECT	GO:0062023~collagen-containing extracellular matrix	4	12.5	0.02041502005834358	P19827, P01008, P56470, P02751	32	391	20666	6.606777493606138	0.9407388482334037	0.18645718319953802	0.17148616849008608
GOTERM_BP_DIRECT	GO:0034975~protein folding in endoplasmic reticulum	2	6.25	0.020564694283897973	P30101, P07237	32	13	19416	93.34615384615385	0.9963402295573709	0.9254112427754088	0.9254112427754088
GOTERM_BP_DIRECT	GO:0036444~calcium import into the mitochondrion	2	6.25	0.020564694283897973	P21796, P38646	32	13	19416	93.34615384615385	0.9963402295573709	0.9254112427754088	0.9254112427754088
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	4	12.5	0.02081434151405535	P35749, P61160, P26038, P02751	24	230	8865	6.423913043478261	0.8180011830710195	0.43117800034304926	0.43117800034304926
KEGG_PATHWAY	hsa04820:Cytoskeleton in muscle cells	4	12.5	0.021292740757681446	P35749, P02545, P67936, P02751	24	232	8865	6.36853448275862	0.8250646512854967	0.43117800034304926	0.43117800034304926
INTERPRO	IPR017937:Thioredoxin_CS	2	6.25	0.025205522967920994	P30101, P07237	32	17	20667	75.98161764705883	0.9822881687891047	0.7964945257863034	0.7964945257863034
UP_KW_MOLECULAR_FUNCTION	KW-0646~Protease inhibitor	3	9.375	0.028118507365924146	P19827, P01008, P30086	25	130	11859	10.94676923076923	0.5098457187914769	0.14059253682962072	0.12934513388325106
GOTERM_CC_DIRECT	GO:0005759~mitochondrial matrix	4	12.5	0.028209043691969703	P13804, Q96I99, P38646, P48735	32	443	20666	5.831264108352144	0.9801627769752042	0.2415399366124906	0.2221462190742614
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	6	18.75	0.03013512363424447	P61247, P30101, P46776, Q9H8H3, P62820, P07237	32	1185	20666	3.2699367088607594	0.9848839355051221	0.2428536434053819	0.22335444575969432
GOTERM_MF_DIRECT	GO:0003756~protein disulfide isomerase activity	2	6.25	0.030236913766325813	P30101, P07237	32	19	19208	63.18421052631579	0.9688671905400423	0.37964125062164633	0.36620262228105704
UP_KW_BIOLOGICAL_PROCESS	KW-0816~Tricarboxylic acid cycle	2	6.25	0.034862129193649755	Q96I99, P48735	16	27	11434	52.93518518518519	0.6551099113701682	0.8643204408119695	0.8643204408119695
GOTERM_MF_DIRECT	GO:0015035~protein-disulfide reductase activity	2	6.25	0.03648887546834304	P30101, P07237	32	23	19208	52.19565217391304	0.9850096813798221	0.4123242927922764	0.3977287426049392
UP_KW_DOMAIN	KW-0809~Transit peptide	4	12.5	0.038182691834649334	P13804, Q96I99, P38646, P48735	20	582	14566	5.005498281786942	0.29557738133165334	0.171822113255922	0.171822113255922
UP_SEQ_FEATURE	TRANSIT:Mitochondrion	4	12.5	0.04417135070117612	P13804, Q96I99, P38646, P48735	30	562	20502	4.864056939501779	0.9999984422674112	1.0	1.0
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	4	12.5	0.04589527377996494	P04114, P02545, P26038, P02751	32	505	19416	4.805940594059406	0.9999969030604147	1.0	1.0
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	4	12.5	0.04612002600998833	P32119, P61247, P21796, P38646	32	506	19416	4.796442687747036	0.999997093920967	1.0	1.0
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	3	9.375	0.05086054250468355	P35749, P61160, P67936	32	225	19208	8.003333333333334	0.9972565743998385	0.5224764820935673	0.5039817393645915
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	4	12.5	0.05346790382003237	Q15643, P26038, P67936, P07237	32	572	20666	4.516171328671328	0.9994622972165242	0.4069501568524686	0.3742753267402266
UP_KW_DISEASE	KW-0225~Disease variant	15	46.875	0.0543553477239209	P04114, P35749, P08603, Q15643, P13804, P18077, P38646, P01008, P02545, P02787, P26038, P67936, P07237, P02751, P48735	15	3916	4820	1.2308478038815118	0.6541948574824102	1.0	1.0
GOTERM_BP_DIRECT	GO:0006099~tricarboxylic acid cycle	2	6.25	0.05595010126345044	Q96I99, P48735	32	36	19416	33.708333333333336	0.9999998227294887	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0945~Host-virus interaction	4	12.5	0.057621362720797965	P08603, P26038, Q9H8H3, P21796	16	689	11434	4.148766328011611	0.8314367186818765	0.8643204408119695	0.8643204408119695
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	7	21.875	0.06150161310575393	P08603, P01008, P02545, P67936, P30101, P21796, P02751	32	1777	19208	2.364518851997749	0.9992326580438139	0.5791401900791828	0.5586396523772649
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	2	6.25	0.06398197710234999	P46781, P61247	32	44	20666	29.355113636363633	0.9998836043042756	0.46134372963273407	0.42430153236295254
GOTERM_MF_DIRECT	GO:0008307~structural constituent of muscle	2	6.25	0.0671681660284661	P35749, P67936	32	43	19208	27.918604651162788	0.9996129389170655	0.5838463662474361	0.5631792382386773
GOTERM_BP_DIRECT	GO:0042098~T cell proliferation	2	6.25	0.06796556172467179	P32119, P26038	32	44	19416	27.579545454545453	0.9999999944200655	1.0	1.0
UP_KW_PTM	KW-0379~Hydroxylation	3	9.375	0.06808508726784053	Q14914, P46776, Q99879	30	211	14268	6.762085308056872	0.6763913038638081	0.28936162088832224	0.255319077254402
KEGG_PATHWAY	hsa04530:Tight junction	3	9.375	0.07111580459041632	P35749, P61160, P26038	24	170	8865	6.518382352941177	0.9974596856514285	1.0	1.0
UP_SEQ_FEATURE	DISULFID:Redox-active	2	6.25	0.07236480944346219	P30101, P07237	30	53	20502	25.78867924528302	0.9999999997793745	1.0	1.0
GOTERM_CC_DIRECT	GO:0042645~mitochondrial nucleoid	2	6.25	0.07378856667512593	P21796, P38646	32	51	20666	25.32598039215686	0.9999725027751365	0.5054516817246125	0.46486797005329333
KEGG_PATHWAY	hsa00020:Citrate cycle (TCA cycle)	2	6.25	0.07509407395373434	Q96I99, P48735	24	30	8865	24.625	0.9982056691378273	1.0	1.0
UP_SEQ_FEATURE	MOTIF:Prevents secretion from ER	2	6.25	0.07761615941326122	P30101, P07237	30	57	20502	23.978947368421053	0.9999999999588983	1.0	1.0
GOTERM_CC_DIRECT	GO:0005769~early endosome	3	9.375	0.07847013029413705	P04114, P02787, P62820	32	310	20666	6.249798387096774	0.9999862662201852	0.5119241833474655	0.4708207817648223
GOTERM_BP_DIRECT	GO:0034446~substrate adhesion-dependent cell spreading	2	6.25	0.07983296687491984	P62820, P02751	32	52	19416	23.336538461538463	0.9999999998246116	1.0	1.0
GOTERM_BP_DIRECT	GO:0097191~extrinsic apoptotic signaling pathway	2	6.25	0.0842454340352885	P32119, P30101	32	55	19416	22.063636363636363	0.9999999999520979	1.0	1.0
UP_KW_DOMAIN	KW-0732~Signal	10	31.25	0.08636270815530378	P04114, P08603, P19827, P01008, P02787, P30101, Q9H8H3, P07237, P02751, P38646	20	4394	14566	1.65748748293127	0.556427758551946	0.25908812446591134	0.25908812446591134
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate	3	9.375	0.08727105811973375	P61247, P02545, Q99879	30	350	20502	5.857714285714286	0.9999999999981753	1.0	1.0
KEGG_PATHWAY	hsa05130:Pathogenic Escherichia coli infection	3	9.375	0.09645909203402366	P35749, P61160, P62820	24	203	8865	5.458743842364532	0.9997297451927238	1.0	1.0
UP_SEQ_FEATURE	CARBOHYD:O-linked (GlcNAc) serine	2	6.25	0.09705427031966522	P02545, Q99879	30	72	20502	18.983333333333334	0.9999999999999248	1.0	1.0
GOTERM_MF_DIRECT	GO:0005524~ATP binding	6	18.75	0.09900184298496364	P35749, P61160, P30086, Q96I99, P21796, P38646	32	1544	19208	2.3325777202072535	0.9999923475412432	0.7990863040929208	0.7708000632400741
