predictions,Actual,predictions_type,AUC,Fold,Model
0,0,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
1,0,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,1,training,0.913043478,1,2ridge
1,1,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,0,training,0.913043478,1,2ridge
0,0,testing,0.75,1,2ridge
0,0,testing,0.75,1,2ridge
1,1,testing,0.75,1,2ridge
0,0,testing,0.75,1,2ridge
1,1,testing,0.75,1,2ridge
0,1,testing,0.75,1,2ridge
0,0,testing,0.75,1,2ridge
0,0,testing,0.75,1,2ridge
0,0,testing,0.75,1,2ridge
1,0,testing,0.75,1,2ridge
1,0,testing,0.75,1,2ridge
1,1,testing,0.75,1,2ridge
1,0,testing,0.75,1,2ridge
0,0,testing,0.75,1,2ridge
0,0,testing,0.75,1,2ridge
1,0,testing,0.75,1,2ridge
1,1,testing,0.75,1,2ridge
1,1,testing,0.75,1,2ridge
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,1,training,0.869565217,1,3lasso
0,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,0,training,0.869565217,1,3lasso
0,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
1,1,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
0,0,training,0.869565217,1,3lasso
1,0,testing,0.666666667,1,3lasso
0,0,testing,0.666666667,1,3lasso
1,1,testing,0.666666667,1,3lasso
0,0,testing,0.666666667,1,3lasso
1,1,testing,0.666666667,1,3lasso
0,1,testing,0.666666667,1,3lasso
0,0,testing,0.666666667,1,3lasso
0,0,testing,0.666666667,1,3lasso
1,0,testing,0.666666667,1,3lasso
1,0,testing,0.666666667,1,3lasso
1,0,testing,0.666666667,1,3lasso
1,1,testing,0.666666667,1,3lasso
1,0,testing,0.666666667,1,3lasso
0,0,testing,0.666666667,1,3lasso
0,0,testing,0.666666667,1,3lasso
1,0,testing,0.666666667,1,3lasso
1,1,testing,0.666666667,1,3lasso
1,1,testing,0.666666667,1,3lasso
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,0,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
1,0,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
1,1,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,training,0.836956522,1,4KNN
0,0,testing,0.666666667,1,4KNN
0,0,testing,0.666666667,1,4KNN
1,1,testing,0.666666667,1,4KNN
0,0,testing,0.666666667,1,4KNN
1,1,testing,0.666666667,1,4KNN
0,1,testing,0.666666667,1,4KNN
0,0,testing,0.666666667,1,4KNN
0,0,testing,0.666666667,1,4KNN
1,0,testing,0.666666667,1,4KNN
1,0,testing,0.666666667,1,4KNN
0,0,testing,0.666666667,1,4KNN
0,1,testing,0.666666667,1,4KNN
1,0,testing,0.666666667,1,4KNN
0,0,testing,0.666666667,1,4KNN
0,0,testing,0.666666667,1,4KNN
1,0,testing,0.666666667,1,4KNN
1,1,testing,0.666666667,1,4KNN
1,1,testing,0.666666667,1,4KNN
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
1,1,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,training,0.945652174,1,5SVM
0,0,testing,0.708333333,1,5SVM
0,0,testing,0.708333333,1,5SVM
1,1,testing,0.708333333,1,5SVM
0,0,testing,0.708333333,1,5SVM
1,1,testing,0.708333333,1,5SVM
0,1,testing,0.708333333,1,5SVM
0,0,testing,0.708333333,1,5SVM
0,0,testing,0.708333333,1,5SVM
1,0,testing,0.708333333,1,5SVM
1,0,testing,0.708333333,1,5SVM
1,0,testing,0.708333333,1,5SVM
1,1,testing,0.708333333,1,5SVM
1,0,testing,0.708333333,1,5SVM
0,0,testing,0.708333333,1,5SVM
0,0,testing,0.708333333,1,5SVM
1,0,testing,0.708333333,1,5SVM
1,1,testing,0.708333333,1,5SVM
1,1,testing,0.708333333,1,5SVM
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,0,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
1,1,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
0,0,training,0.858695652,1,6Decision Tree
1,0,testing,0.75,1,6Decision Tree
0,0,testing,0.75,1,6Decision Tree
1,1,testing,0.75,1,6Decision Tree
0,0,testing,0.75,1,6Decision Tree
1,1,testing,0.75,1,6Decision Tree
1,1,testing,0.75,1,6Decision Tree
0,0,testing,0.75,1,6Decision Tree
0,0,testing,0.75,1,6Decision Tree
1,0,testing,0.75,1,6Decision Tree
1,0,testing,0.75,1,6Decision Tree
1,0,testing,0.75,1,6Decision Tree
1,1,testing,0.75,1,6Decision Tree
1,0,testing,0.75,1,6Decision Tree
0,0,testing,0.75,1,6Decision Tree
0,0,testing,0.75,1,6Decision Tree
1,0,testing,0.75,1,6Decision Tree
1,1,testing,0.75,1,6Decision Tree
1,1,testing,0.75,1,6Decision Tree
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
